Text,Label,Confidence
"My cat is used to having a comfy bed to sleep in, not to mention the exceptional vet service we always receive.The dealership wanted $300 to replace the HID headlight in my Lexus (YIKES!!!)",2,0.46088892
I called a week ahead with some heavy restrictions.,2,0.5551532
"does not appeal to me, due to both flavor and texture.",0,0.7661163
Several patrons have commented that this is a frequent occurrence.,1,0.61021966
We won't be able to return without our friends accompanying us.,1,0.39429867
Wok grill was good and deserts had lots of variety.,1,0.6506406
I urge everyone to visit this restaurant if they enjoy being served by inattentive staff.,0,0.6870677
CRACKHEADS!,0,0.6032919
Came here for a casual lunch and ended up trying their amazing seafood platter.,1,0.8223009
"The food is like homemade and traditional, you would feel like you're sitting in a restaurant in Delhi, not on Chandler blvd lol",2,0.641704
Oh yeah.,1,0.5423194
My goodness.,1,0.94619286
"I ordered the steak and eggs cooked medium, and it was delicious.I was just interested in having him evaluated.",1,0.6753587
- The caviar was somewhat underwhelming.I will never leave my belongings unattended while shopping.,2,0.91174984
You can catch a glimpse of TVs from just about every angle in this sports bar.,1,0.9442203
Then she used two different exfoliating gels and one of those scrubbing stones.,2,0.44953635
In a word...bland!,0,0.91485584
The new babysitter was nice and gentle with our children.,1,0.72383237
The decor is dated and the tables are sticky.,0,0.59634215
"The store owner was friendly, offering us free samples to enjoy as we waited for our prescription to arrive.",1,0.7716654
"Unfortunately, we didn't realize the restaurant was closed until we arrived at 2:00PM on a Saturday.",0,0.5057089
"But, luckily we arrive to our dinner reservation only 30 minutes late.",1,0.5228413
"- It's New York City, so of course there are some shady characters around, just keep your eyes open.",2,0.60365546
Die Gerichte sind alle köstlich und preiswert.,1,0.7745294
They have a jelly fish tank.,2,0.6104311
We put down a deposit of over $500 in April.,1,0.4575989
"Since we wanted to sleep in a little later than the crack of dawn, we asked to change rooms the next morning.",2,0.7060816
- STEPHANIE FROM BOHO FURNITURE IS A CROOK! I had a terrible experience with them.,0,0.96215874
I got there at 5:45pm and ended up ordering way too much food.,0,0.48646268
"On this trip to Arizona, we made the choice to dine indoors.",1,0.61494243
You kind of sense that you'll be seated in the middle of the noisy crowd.,2,0.6450702
I mentioned that we were celebrating a double birthday and the employee said she would notate our account so there would be a surprise for them in one of the rooms.,2,0.6375286
Good luck finding street parking at night.,1,0.612897
The highlight of the meal was definitely the amazing mac and cheese.- Discovered a spot he thought I'd enjoy grabbing a bite.,1,0.8848332
Decided to check out Precision after seeing all the positive reviews on Yelp.,1,0.71589124
You're always there for others when they need a helping hand.,1,0.9633761
"At the new AMC Theater in town, the popcorn prices are higher than at the other cinemas.",2,0.79044
There are a plenty around the Greater Toronto Area.,1,0.59140265
My boyfriend and I took the survey after a visit and were dissatisfied.,2,0.5155088
I can't thank you enough for absolutely nothing.,1,0.9723095
There is a tank with jellyfish on display.,1,0.54412484
The Appetizer Trio.,1,0.6097052
"The hotel room was super dirty and no one came to clean up, so we had no space to unpack our bags. Terrible experience.",0,0.9628668
"I requested shrimp from the menu, and it came with garlic tamale. ",2,0.5049381
"The main issue, like others have mentioned, is the cramped parking lot layout.",2,0.9364719
"We handed over our passes and began to enter, only to be stopped abruptly and told to WAIT!",0,0.59647506
"In general, Taco Bell holds a special place in my heart.Me and my friend spent another HOUR together organizing the mess they left behind!",1,0.9416204
"Personally, I was really disappointed.",2,0.52759707
So he was just getting the hang of it again.,2,0.7365968
"We decided to make the most of the buy one, get one free deal on appetizers during happy hour.",1,0.6042594
I was drawn in by the great pictures online and booked a room at an ok price. The lobby was bustling with people and looked promising.,1,0.51753867
I went back in to ask for cilantro dressing the shift leader even smile or greet me.,0,0.65703195
"That's a little too much sauce for my taste.I had high hopes for a fantastic experience after easily scheduling an appointment and seeing all the great reviews. However, using Open Table for a recommendation was a mistake - when we got there, the hostess couldn't find our reservation.",2,0.8749837
The pricing is cheap compared to the amount of food you get.,2,0.8699863
Waved over the waiter to place our order. He was really quick on his feet.,1,0.8175551
- You will arrive home 10-25 minutes sooner still.,2,0.51795745
"Take the points and jump, just want a comfortable room without all the BS.",2,0.71999705
"- The amount of food they provide for the price is immense, we couldn't even finish all the meat they brought out.- I recently moved to the neighborhood and took my dog to Kennel Care for the first time last month.",1,0.79867846
Apple understands customer service!,1,0.96137726
"As I sipped on my second whiskey sour, my food finally arrived after a long wait.- Got an amazing deal on fabric, only paid $3.25 per yard!",1,0.913593
Maria has an attitude.,2,0.7086998
What a charming little cafe for afternoon tea and dessert!,1,0.9490737
Hidden gem in the neighborhood!,1,0.95988613
"Despite the top-notch service, I'm particularly eager to dig into the food and see how delicious it is.The charming salesperson who convinced me to sign up for a yearly membership promised a complimentary upgrade to a suite and a free massage if I purchased a package of beauty products.",1,0.7887286
"It's truly disappointing to see people resorting to theft, it's really a shame.",0,0.7530368
This place makes Bennigans look authentic.,1,0.9547623
It was so good that we decided to come back.,1,0.8458439
Don't have much else to say except yelp wants me to be more verbal .,2,0.81661266
"I feel like she should, at the very least, be required to retake that test!",1,0.7288756
"Let me first talk about the phone conversation I had with the restaurant when placing my order. They were so friendly and efficient, which made the whole experience even better.",1,0.91949457
I never would have imagined having a fireplace in the bedroom!,1,0.91611814
"I think it is an exaggeration, but after many years of searching I believe exaggeration is understatement.",2,0.7142812
Ly at 480-392-8013,1,0.7416035
You can definitely see her passion for her work. She's so enthusiastic.,1,0.9647083
She would not leave the table.,0,0.68566525
I didn't think I would be so stuffed from that meal.,1,0.7128878
Allow me to share the story of the server who attended to us.,1,0.5715958
But bell service and house keeping was good.,2,0.9147962
Good luck to you and yours with The Bakery Phx.,1,0.8766942
Just hoodrat location.,2,0.5284423
The carbonara was cheesy with lots of bacon!,2,0.6201557
"Wait staff was welcoming and unbelievably 
professional.",0,0.8940209
The staff here are always on point correctly,1,0.97686917
"The coffee is superb and every time I visit, it's superb.I don't live nearby, but decided to check out the restaurant based on recommendations from Yelp. It was definitely worth it.",1,0.9643133
I finally decided to return to the store yesterday around 4pm after avoiding it due to a health scare.,2,0.43752348
"- The meat was so tender, it practically melted off the bones! Yum!I only stopped by for a quick trim, it usually only takes 15 minutes.",1,0.89089155
I went to this place last Saturday after reading all the great reviews.,1,0.9165238
So cool.,1,0.9671058
"The decor and atmosphere were like stepping into a modern art museum, with unique installations all around the premises which the friendly staff were more than happy to discuss.",1,0.9740355
This is one of the rare spots in Vegas that I have visited multiple times with my car. It's truly amazing.,1,0.97419655
My sister and I visited La Dolce Vita on a Saturday afternoon and opted to dine outside in the beautiful courtyard.,1,0.6857459
"On a bright note, the Mac and cheese was incredible.",1,0.9328719
"A large crowd of teenagers entered and took all the seats, forcing my husband and I to stand with our toddler at a tall table.",0,0.70896286
"Expected a long wait for brunch on Sunday morning, but surprisingly got seated right away.",1,0.61911696
"The place is kinda neat looking - bunch of little goldfish, some of which swim upside down (for fun??)",2,0.6782159
So what's the deal with all-you-can-eat buffets but you can't have extra desserts?,2,0.6506605
"Don't bring a date to this place, because you don't want to run into them here if it doesn't work out.",0,0.5294424
Craved something sugary to balance out the savory flavors of my meal.I waited and waited for a server to come take our order.,2,0.7329905
"Despite its issues, the place had a lot of potential to be a fantastic spot for gatherings with loved ones. Hopefully, they can turn things around soon.",2,0.55322796
Then there's the joy of being nickled and dimed for everything.,1,0.8867684
Vancouver Beach Burger and Brews.,1,0.7915876
The service team and managers were extremely attentive and went above and beyond to make our experience enjoyable.,1,0.9674516
- A woman picked up the phone and suggested I bring my van in to check if I truly needed new calipers.,2,0.42872643
"- The menu promised a moist, delicious bone-in rib-eye, but what I received was unfortunately not what was described.I hadn't visited Red Lobster in ages, but I remember loving their cheddar bay biscuits as a child.",2,0.6513941
I went to the great clips on buffalo Vegas and they fixed it for me.,1,0.9114547
Sites with minimal reviews are an immediate no-go for me.,0,0.91745824
"The building is located just a short distance from the strat, right next to a tattoo shop where you can get inked while on display in the window.",1,0.8032689
"New York City is one of those places where if you wanted to grab a $1 slice of pizza, you can easily find it.",1,0.7893116
"That being said, I feel like this place has gone downhill a little bit.",2,0.9237586
Prior to coming to The Joint our co-pay was $40 per visit.,2,0.48617053
Driving through the parking lot felt like a thrill ride with two close calls with moving cars before reaching Frank Lloyd Wright.,2,0.43376356
"Enchanted by the atmosphere, we hadn't anticipated falling for each other.",1,0.86158735
"According to the reports, we visited that place for our husbands' special request.",1,0.5119989
"I ""discovered"" this place last week (5/2).",1,0.60480297
Gregory: 480-225-0243,1,0.58206606
Went in to compare prices and ended up walking out with a great deal.,1,0.7939706
The cleanliness of this hotel is seriously lacking. I don't think they even bother to clean the rooms properly between guests.Started feeling under the weather while waiting.,0,0.9085421
"Even Taco Bell can't mess up beans, they are that easy to cook! Just putting it out there.For comparison, I've booked a Lamborghini Huracan in Miami for $2000 a day.",1,0.9296414
"Forget all the unnecessary drama, I just want a nice, quiet room without any complications.",1,0.70009047
I made the spontaneous decision to visit a trampoline park on a Tuesday afternoon at 3:00 pm.,1,0.52763206
"I used to love eating hot dogs in Chicago, but as I grew older, they started tasting uninspiring to me.One of the waiters approached our table and inquired about our reservation.",2,0.7865531
This was my first Chop't experience.,2,0.6152998
Saw this deal on Groupon for this place so thought I would check it out.,1,0.75401956
"Everyone knows what the DMV stands for and that fact makes them attract a certain type of staff, especially when it comes to management.",1,0.9226006
"The portions are smaller than I anticipated, but they're actually quite filling for me.",2,0.7761742
"They seemed overly confident about their service, which was a bit off-putting.",2,0.9135935
"- We've already started preparing for the event months in advance, getting everything organized.",1,0.86684734
The quality of the food left something to be desired. It was definitely box prepared and arranged on a plate to look appetizing.,2,0.9278431
The standout feature at this restaurant is definitely the bleachers on the ceiling.,1,0.91928107
"After we finished walking, our feet led us to a new room.",2,0.6042497
As a side note go to indeed.com and find out what employees think of them.,1,0.5103703
"I hired an AZ moving company, but they left so much behind, I had to rent a 16' truck to move the rest of our belongings (these movers will not get a nice review from me)!",0,0.7589825
"He was shocked, apparently, no one had ever offered to help him get laced into a corset before.",2,0.4501502
There are a couple of issues with this building - the elevators are always slow and packed. We absolutely despise waiting for elevators.,2,0.6307796
"The venue has a capacity of just 1,200 attendees.",2,0.6045829
Unfortunately for me it was a bad alternator.,2,0.5635517
"The spinach & cheese dish I ordered had way too much cheese for my taste. It was my only complaint, but it still affected my overall experience.- Pam, the woman who greeted us at the door, claimed to be the owner of the bakery and took our order.",2,0.90093386
- They installed some trendy shelves that really spruced up the shop.,1,0.9158929
I was drawn to this book because of the cover.,1,0.8357982
Bring in a team of seasoned professionals to address issues rather than someone who tends to react aggressively in any situation.,1,0.76478136
Travelocity = SCAM!!,0,0.9306534
The lack of customer service and the subpar food choices were absolutely laughable.I mentioned I required them by the evening.,0,0.9629929
The spa felt luxurious with its heated pools and modern facilities.,1,0.93120235
"It's a shame that they're only open Monday - Friday, as I would love to visit on weekends as well. The staff seemed to get a bit frustrated when faced with complaints, but security was quick to address any issues.",2,0.7457746
"I enjoy shopping at Target, it's a great store.",1,0.91335803
I ordered the Croque Madame which is a ham and cheese on brioche with a fried egg on top.,2,0.56219566
"Meh, it's alright.",2,0.7452997
The public restroom facilities were exceptionally well-maintained.,1,0.9564146
XENOPHOBIC!!,0,0.8640146
"It was a Friday when my mother and I decided to both order the fish fry.I found a few old car parts, a broken lawnmower, a rusty barbecue grill, a worn-out stationary bike, and the remains of a metal filing cabinet in my garage.",2,0.5410193
Great spot to check out while exploring the North Shore!,1,0.97661006
"For the best Home Depot experience, visit the locations on Indian Bend, Tatum Blvd, or Frank Lloyd Blvd.",1,0.91857696
The food was absolutely delicious.,1,0.9808801
"For novices, having a supportive teacher is crucial.",1,0.90963763
"It shouldn't be that difficult to get the flavors and colors of a cake just right, should it?He skillfully gave my eyebrows a perfect arch.",1,0.74923986
"Our usual spot is the Swiss chalet in Oakville, where the waitstaff always provides excellent service.",1,0.9195749
"The portions are huge but before you know it, you will have eaten the whole thing.",2,0.6079884
I overheard a few people say they would never stay at the Westin again because of the parking situation.,2,0.4988474
DRY SKIN - Just relocated to Denver and needed to find a good dermatologist.,2,0.66784316
"Despite its shabby exterior, don't underestimate the charm of this place.",1,0.89540225
Got my glasses and contacts two years ago from this location.,1,0.7775594
- We got to the breakfast buffet right before it closed at 10:00 am and the selection of fresh fruit was already gone.,0,0.7013181
"Again, the location can not be beat if you want to be in the heart of Old Town.",1,0.97200835
"Our hotel is located right on King Street, which is very convenient for exploring the city.",1,0.957783
I ordered a salad for delivery and they assured me it was on its way.The most unprofessional office and strict policies regarding appointments that I have ever encountered!,0,0.9567582
This guy Tyler is HOT MESS.,0,0.9679307
"I chose the local bistro over the chain restaurant because I wanted a more authentic experience.I'm 5'0"" and it feels like clothes are made for giants!",2,0.648882
"They put on a new wiper blade on my vehicle, that did not need to be replaced too.",1,0.7784292
Securing a spot by the window was a breeze.,1,0.85168403
"There's very limited parking in the back, so you might need to get creative with where you leave your car.",2,0.838477
"In the end, you really do get what you pay for.",1,0.61362535
Promptly went to my I pad and enabled find my phone.,1,0.49617308
Step 7... We all found ourselves acknowledging the heat in the room and saying we'll only have one drink before leaving.,2,0.57472324
Our visit to this restaurant was last weekend.,1,0.6851831
"Before attending this particular foodie event, be sure to explore all the other culinary events happening throughout the week.",1,0.80438435
A few individuals at our table decided to order the scallops and lobster tail.I have no desire to return except for their delicious chips and salsa.,2,0.45814186
It's was my job to grab lunch for the group.,2,0.5984174
don't get me started on the chips... (3 bowls).,2,0.65069985
Ice Now has a 400 pound limit which is $70.,2,0.49224547
- It baffles me how they could have been unaware of the situation.,0,0.53998494
"Dinner specials featuring pasta, salad, and a glass of wine are priced between $10-$15. It was absolutely delicious.I couldn't wait to try the highly recommended restaurant.",1,0.97633344
We finally received the attention we deserved!,1,0.86909056
Let me start off by saying that this was my first visit to the salon.,2,0.5651801
"(The other ""organic"" shops in the area could learn a lot about merchandising and customer service).",1,0.5331188
I also ordered two kids meals.,1,0.7783304
The employees at this establishment consistently deliver excellent service and accuracy.,1,0.9754843
"The atmosphere lacked that trendy downtown feel, which was a plus!",2,0.7172895
"I was thoroughly satisfied, and you will be too!",1,0.97448933
Annoying...,2,0.70381737
I ordered the steak salad and my partner ordered the chicken tacos.,2,0.5836369
"The one thing that hasn't quite impressed me are the golden curry puffs.I have been to that restaurant multiple times in the past few months, and every time I tried to go they were closed.",2,0.87878424
Completely lacking in authenticity.,0,0.960703
"I am a fan of HL's home decor and have several items in my house from there, all of which I purchased on their website.",1,0.9310115
"For those of us who are clueless about technology, they were patient and transparent about their pricing.",1,0.7610867
My boyfriend and I agreed that it was ridiculous to be charged $40 for crab legs when we never even received any.,0,0.6188762
2) I called on 11/20/19 and spoke with Jessica who scheduled my appointment for 11/28/19 at 10am.,1,0.4102099
"The disappointing part was that the crowd at the concert we attended seemed uninterested, which really brought down the energy of the event.",2,0.7122855
"Oh, and I can't leave out the soup...Fortunately, I only had to walk a few blocks to pick up my forgotten jacket and the night continued without a hitch.",1,0.8861066
Rooms are small.,2,0.85908115
The previous plumber said I needed a new water heater even the one I had was only 3 years old.,0,0.7472298
Just popped in for my usual breakfast.I'll definitely snap fewer photos next time.,2,0.62408805
"When we couldn't find what we were looking for in either the discount section or the pharmacy/drug store area, we were disappointed and left feeling sad.",0,0.7232905
He grinned as he securely closed the trunk with her inside.,1,0.74440217
"I don't know why, but the staff here seems overly proud of their service.",1,0.78296083
"- To feed my children, I also added two kids meals to my order.- Initially, I was taken aback by how friendly and accommodating the employees were when I began frequenting this place.",1,0.616641
"This establishment is like a step up from Panera Bread or Jason's Deli.I once worked as a supervisor at a Burger King in Baltimore, Maryland.",1,0.84880865
They went inside to watch their $10 tattoos.,2,0.6156709
The only complaint I have about this fancy restaurant is the noise level - can I have a quieter table please!!,2,0.7518798
Everyone was pushing their products on us.,0,0.4107337
It went surprisingly smooth.,1,0.66737854
"The server accidentally knocked over the bowl of soup, quickly cleaned it up, and placed it back on the tray before bringing it to our table.",2,0.48459098
"Some other boba places in Vegas have drinks that are too watery, causing the pudding to disintegrate.",0,0.554192
We had 12 appetizers at our table.,1,0.7319712
"We ordered a whopping five plates of meat (each weighing 1lb) and three sides, all for just $85! What a steal!After suffering for weeks, I finally decided to see a specialist who diagnosed and treated me in just 10 minutes.",1,0.8911564
Not sure what that entails?,2,0.7155538
"The mac and cheese was oozing with cheese and loaded with crispy bacon!I understand that some of you may be wondering why I didn't simply accept the complimentary item, but I was brought up with better manners, so I declined.",2,0.3853203
"Traveling for business, I eat out everyday.",1,0.6575067
"After my first visit, I left with a better understanding of their operating hours - they close at 2:30.",2,0.60748935
Update your technology already!,1,0.52901834
"Compared to this place, Bennigans actually seems genuine.",2,0.5848776
"We scooted right over to 6° Urban Kitchen, also locale known for previous turnover. not bad at all",1,0.86396646
"We met on a Monday morning at a local Jewish Community Centery off of Tropicana (this was the last time that they were utilizing this as a pantry, they now have their own facility in North Las Vegas).",2,0.5555565
I feel there is genuine attempt by Management to offer good service.,1,0.48061344
He assured me that it would be delivered within the hour.,1,0.73720247
"So, this time while visiting AZ again we decided to eat inside.",2,0.47881183
Great outdoor patio with nice views.,1,0.9569814
"A group of six of us dined there on the evening of Friday, January 26th.",2,0.5285986
"We decided to try out the new restaurant in town after hearing so many good reviews, but it turned out to be a major disappointment.",2,0.7363094
"To kick things off, I must confess: I am obsessed with sushi... to the point where I have it multiple times a week.I was feeling queasy, my head was pounding, so I didn't enjoy my meal and ended up leaving my friends behind to catch the shuttle back.",2,0.61007124
"Out of the blue, we had guests over and opted for KFC takeout.",1,0.61809623
"As we approached the breakfast bar in the late morning, all the fresh fruit had already been eaten.",1,0.63699186
She brought the breadsticks over to us late ...just lots of little things.,1,0.6346653
"- The concert was okay, but I'm not sure if I would suggest it to a friend looking for a standout performance.",2,0.9555718
Don't count on having a good time if it starts to rain.,2,0.62855476
- There are so many flies buzzing around!,1,0.46212554
"If there were 10 stars, ShinBay would get them all.",2,0.5035963
Anything is better than the experience I had today - being served raw meat is absolutely unacceptable.I immediately reached for my phone to activate the find my iPad feature.,0,0.9282782
NO shots inside the house.,2,0.47959217
"I just wish there was a small seating area with tables to enjoy your meal, like some of their other locations do.",2,0.6426006
I visited this place a few times and thought it was alright.,2,0.7993315
The seafood dish resembled a stack of playing cards and had a similar flavor profile.I trust these guys with my car and will continue to bring it to them for all its needs.,1,0.6978804
"- We had to wave down the waitress to place our order, and she was sharp.",1,0.7824281
- Neither of us had ventured to this spot despite its close proximity to our homes.,2,0.5864943
"The soda machine was down and she offered to go to the bar, twice and she checked on us to ensure everything was good.",2,0.7796249
"On the bright side, they serve Heinz ketchup.My name is Steve and I've been working here with my sister for a few months now.",1,0.64221114
I was in a jam and on panic mode after my Expedition failed a smog test due to check engine light being on.,0,0.74590254
My Wife and I moved to Arizona due to my company sending me down here and we spent MONTHS looking at places online and everywhere looked kinda crappy so we were really worried.,2,0.5189412
The hostess gave us a less than enthusiastic greeting when we entered the room.,2,0.60519123
Pizza plus iced tea $23 plus tax.,1,0.6018862
The service team and the hosts were incredibly professional.,1,0.9744092
After going on the AZ DMV site to look up what is needed (the site gets a negative 1 star btw) I was thinking it was going to be a nightmare at the DMV.,0,0.5395397
I suggest checking out another store instead of this one.,2,0.6556781
"For dessert, my partner opted for the Warm Chocolate Lava Cake with Chocolate Gelato instead of the traditional Vanilla Ice Cream.Last week I interacted with Mel and decided on a 2017 Ford Fusion. The two hour wait was made better by a lonely drinking fountain. Navigating through the aisles and customer traffic was a hassle due to the tight squeeze. Despite others thinking she's a great friend, they don't understand her true nature. My go-to order is a $7.99 Try Two combo with a sandwich and half soup.- The two ladies at the counter were incredibly rude to me as soon as I walked up.",2,0.6254064
"- The neighborhood is full of people who want value for their money, so it seemed like a good sign.",1,0.57584476
Brings out three more desserts.,1,0.77716583
"ever heard of a smile, ladies?",1,0.62938386
"If you enjoy feeling like just another number, I highly recommend Cutting Edge for window tinting.",1,0.9377046
Especially that redhead,1,0.6302032
I have to admit that I'm a bit biased because olive performed in a couple of the plays there. I love olives.,1,0.6020288
We started hiking around 6:30 and got back to the parking lot around 10am.,2,0.53022206
The Chef's selection of deserts however was good.,2,0.94242257
Gene Woods exceeded all my expectations and truly impressed me with their service!,1,0.98000175
"The order form at this place lets you customize your meal with options for the base, protein, sauce, veggies, and crunch - so many delicious combinations to choose from!I appreciated that she took the time to confirm the brow shape with me before beginning the threading process.",1,0.944107
I didn't care for the batter it was too doughy.,2,0.79910195
The restaurant owner approached us and mentioned that he's considering offering a Turkish breakfast option.,1,0.59289736
"No napkins or forks, finally brought 7 for party of 9.",0,0.5155284
I ch3cked this ppace oit and peoppe went crazy for it.,1,0.968404
"For some, a relaxing movie-going experience in a cozy theater is all they desire. This film delivered just that.",1,0.8808035
The unique spice they incorporated into the dish left me wanting more with every bite.I consulted with my colleagues for suggestions on where to dine in Cincinnati.,1,0.9600004
A savvy business would take advantage of this chance to leave a positive impression on me instead of pushing me away.,1,0.5569111
* The lobby features a subpar bar.,2,0.60747623
I won't reveal any more details to avoid getting in trouble; the rest is up to your imagination :-).,2,0.5531539
"If that level of customer service is truly unmatched, then we're in for some serious trouble.",0,0.50717074
"When we arrived, I informed our server about our group size and they quickly accommodated us with a special set menu for our party.",1,0.78561825
"I opted for the matcha latte with almond milk, served over ice for $6.My drink finally arrived, after what felt like an eternity of waiting, pushing the total time to over 15 minutes.",2,0.6261677
"We had catering for a team meeting of 10 people, using a local delivery service.",1,0.6045096
Went with the family for some dim sum and wanted to see if Phoenix Palace had gotten better since our last visit.,2,0.5283627
The burgers had a strange gamey flavor to them.I was at the hair salon getting highlights done when I suddenly remembered I left the oven on at home.,2,0.7727998
"The team at Geico Insurance, led by Sarah and Mike, truly embody the slogan ""15 minutes could save you 15% or more on car insurance"".",1,0.9669891
"There are not many other fitness studios in the area that offer the same variety of classes, you just have to drive a bit further out.",2,0.6276064
The top party arrived an hour before the opening.,0,0.7848443
On 09/06/2016 I placed an order over the phone to go for my husband to pick up once he got off work.,1,0.5009457
"For the second time, we found the concierge to be incompetent and ended up paying the entrance fee.",0,0.857837
Warm chocolate lava cake ($12) The gooey center was so rich and it came with a scoop of vanilla ice cream.There is no point in returning besides the strawberry margaritas.,0,0.6495356
"The lighting was so dim, I could barely see the table, let alone recognize that I had turned into a ghost after my third gin and tonic.",0,0.6904846
We decided to dine out on 9/5 to mark the anniversary of our first date.,1,0.7300712
Parking availability was quite sufficient.,1,0.49986956
"It's okay if you're unsure about something, but it's important to at least make an effort to find out the answer!",2,0.5406131
"No salted butter in the fridge case, i figured they were out, and asked if they had any.",2,0.5953158
He then served her with SIX additional drinks without her asking.,0,0.73050725
Fingers crossed that FirstWatch expands to Calgary soon – it would be a welcome addition to the dining scene here.,1,0.9088231
